epoch,iou_score,loss,val_iou_score,val_loss
0,0.043305043,1.0070265599659511,0.03646458312869072,1.009209316117423
1,0.05209577,0.9918947458267212,0.037292420864105225,1.0073983464922225
2,0.061136708,0.9775875193732125,0.038088612258434296,1.005895836012704
3,0.073085904,0.9610583901405334,0.03866814449429512,1.0047962256840297
4,0.08339489,0.9479239855493818,0.03938812389969826,1.0037309680666242
5,0.095433466,0.9335214257240295,0.04045470803976059,1.0022764137813023
6,0.102256715,0.9252611381667001,0.040530651807785034,1.0020089609282357
7,0.10658952,0.9200681550162179,0.03993811085820198,1.0025893058095658
8,0.10991982,0.9163155266216823,0.041112206876277924,1.0016587802342005
9,0.11247518,0.9132840360913957,0.04253449663519859,1.0012524945395334
10,0.11366759,0.91157637323652,0.04231121018528938,1.0041736619813102
11,0.11606833,0.9089640787669591,0.04334228113293648,1.0089226790836878
12,0.11536802,0.9097269262586322,0.04151415452361107,1.017889322553362
13,0.115611404,0.9095708864075797,0.040736325085163116,1.0287758793149675
14,0.116259545,0.9088155576160976,0.039267487823963165,1.0396229641778127
15,0.117281385,0.9073995522090367,0.03849098086357117,1.0498556273324149
16,0.11668693,0.9080168434551784,0.03834758326411247,1.0578256402696882
