epoch,iou_score,loss,val_iou_score,val_loss
0,0.21761133,0.8049268671444484,0.03966572880744934,1.0031629392078945
1,0.31904545,0.7001924344471523,0.04232155159115791,0.9986369439533779
2,0.36776307,0.6496120410306113,0.04082819074392319,1.0021271875926427
3,0.40199795,0.613960291658129,0.04283495992422104,0.9992205108915057
4,0.43196157,0.5827793104307992,0.04086525738239288,1.0056407417569841
5,0.46035713,0.5543175952775138,0.03951464220881462,1.009381423677717
6,0.49654415,0.5166703079427991,0.03836413472890854,1.0194459881101336
7,0.51816314,0.49352363518306186,0.031767893582582474,1.034843237059457
8,0.5124095,0.49943524769374303,0.030980437994003296,1.0495374407087052
9,0.53868276,0.47278018338339667,0.026002196595072746,1.0638751200267247
10,0.55956066,0.451010719367436,0.01774444244801998,1.0866870743887764
