epoch,iou_score,loss,val_iou_score,val_loss
0,0.59625894,0.4226169571990058,0.371625155210495,0.6400611031623114
1,0.60134125,0.41513160793554216,0.436434268951416,0.5938538426444644
2,0.60001194,0.41854845200266155,0.4240073263645172,0.6023294727007548
3,0.5665689,0.4521595516375133,0.37844499945640564,0.6530229506038484
4,0.5812715,0.43642632024628775,0.4089083969593048,0.6207397494997297
5,0.5784026,0.439598377261843,0.39838358759880066,0.6363418698310852
6,0.601266,0.4154930597259885,0.37808701395988464,0.6642662684122721
